ip,cve_id,cvss,epss,percentile,ransomware,cisa_kev
103.161.108.13,CVE-2022-26377,7.5,0.01225,0.83775,0,0
103.161.108.13,CVE-2022-23943,9.8,0.18592,0.95697,0,0
103.161.108.13,CVE-2022-22721,9.1,0.00356,0.68904,0,0
103.161.108.13,CVE-2022-22720,9.8,0.01143,0.83101,0,0
103.161.108.13,CVE-2022-22719,7.5,0.42278,0.96957,0,0
103.161.108.13,CVE-2021-44790,9.8,0.06047,0.92704,0,0
103.161.108.13,CVE-2021-44224,8.2,0.32277,0.96559,0,0
103.161.108.13,CVE-2021-40438,9,0.972,0.99778,0,1
103.161.108.13,CVE-2021-39275,9.8,0.00691,0.7783,0,0
103.161.108.13,CVE-2021-34798,7.5,0.00495,0.73493,0,0
103.161.108.13,CVE-2021-33193,7.5,0.00099,0.40704,0,0
103.161.108.13,CVE-2021-26691,9.8,0.76542,0.97877,0,0
103.161.108.13,CVE-2021-26690,7.5,0.11639,0.94711,0,0
103.161.108.13,CVE-2020-9490,7.5,0.00721,0.78389,0,0
103.161.108.13,CVE-2020-35452,7.3,0.00196,0.57281,0,0
103.161.108.13,CVE-2020-1934,5.3,0.00157,0.51956,0,0
103.161.108.13,CVE-2020-1927,6.1,0.00225,0.60598,0,0
103.161.108.13,CVE-2020-13938,5.5,0.00042,0.05719,0,0
103.161.108.13,CVE-2020-11993,7.5,0.00482,0.73156,0,0
103.161.108.13,CVE-2019-9517,7.5,0.03866,0.90932,0,0
103.161.108.13,CVE-2019-17567,5.3,0.00183,0.55419,0,0
103.161.108.13,CVE-2019-10098,6.1,0.10593,0.94462,0,0
103.161.108.13,CVE-2019-10092,6.1,0.05939,0.92646,0,0
103.161.108.13,CVE-2019-10082,9.1,0.00814,0.79792,0,0
103.161.108.13,CVE-2019-10081,7.5,0.00727,0.78508,0,0
103.161.108.13,CVE-2019-0220,5.3,0.0051,0.73872,0,0
103.161.108.13,CVE-2019-0217,7.5,0.00194,0.57061,0,0
103.161.108.13,CVE-2019-0211,7.8,0.97419,0.99915,0,1
103.161.108.13,CVE-2019-0196,5.3,0.00598,0.75952,0,0
103.161.108.13,CVE-2018-17199,7.5,0.00176,0.54631,0,0
103.161.108.13,CVE-2018-17189,5.3,0.00437,0.71818,0,0
103.161.108.13,CVE-2018-1333,7.5,0.10058,0.94327,0,0
103.161.108.13,CVE-2018-1312,9.8,0.01815,0.86795,0,0
103.161.108.13,CVE-2018-1303,7.5,0.96931,0.99649,0,0
103.161.108.13,CVE-2018-1302,5.9,0.02678,0.89317,0,0
103.161.108.13,CVE-2018-1301,5.9,0.00921,0.8109,0,0
103.161.108.13,CVE-2018-1283,5.3,0.00176,0.5467,0,0
103.161.108.13,CVE-2018-11763,5.9,0.00916,0.81022,0,0
103.161.108.13,CVE-2017-9798,7.5,0.97414,0.99913,0,0
103.161.108.13,CVE-2017-9788,9.1,0.53945,0.97271,0,0
103.161.108.13,CVE-2017-7679,9.8,0.00643,0.76891,0,0
103.161.108.13,CVE-2017-7668,7.5,0.35243,0.96705,0,0
103.161.108.13,CVE-2017-7659,7.5,0.77803,0.97918,0,0
103.161.108.13,CVE-2017-3169,9.8,0.01645,0.86124,0,0
103.161.108.13,CVE-2017-3167,9.8,0.0158,0.85854,0,0
103.161.108.13,CVE-2017-15715,8.1,0.96443,0.9945,0,0
103.161.108.13,CVE-2017-15710,7.5,0.02321,0.88535,0,0
103.161.108.13,CVE-2006-20001,7.5,0.00044,0.10749,0,0
103.145.96.43,CVE-2022-37454,9.8,0.01043,0.82267,0,0
103.145.96.43,CVE-2022-31629,6.5,0.00122,0.46351,0,0
103.145.96.43,CVE-2022-31628,5.5,0.00065,0.27405,0,0
147.139.187.40,CVE-2023-46604,9.8,0.96733,0.99562,1,1
103.26.209.149,CVE-2023-46604,9.8,0.96733,0.99562,1,1
